date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:21:22	1491/1491	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2020%20Aug%202024%2008:21:21%20GMT	https://solacat.info/robots.txt		(from )
09:21:23	264099/264099	---MCZ	200	added ('OK')	text/html	etag:W/%226aa00e6c71af2dde8d574876511eaf03%22	https://solacat.info/	C:/Users/Cloud/Desktop/solacat/solacat/solacat.info/index.html	(from )
09:21:24	213250/213250	---MCZ	200	added ('OK')	text/css	etag:W/%226400eb512e1ad59ad8825b0598cefd44%22	https://solacat.info/Dog%20ERC%20_%20Ethereum_files/crypto-128.6400eb512.css	C:/Users/Cloud/Desktop/solacat/solacat/solacat.info/Dog%20ERC%20_%20Ethereum_files/crypto-128.6400eb512.css	(from https://solacat.info/)
09:21:25	13188/13188	---M--	200	added ('OK')	application/octet-stream	etag:%227c96a5f11d9741541d5e3c42ff6380d7%22	https://solacat.info/Dog%20ERC%20_%20Ethereum_files/webfont.js.download	C:/Users/Cloud/Desktop/solacat/solacat/solacat.info/Dog%20ERC%20_%20Ethereum_files/webfont.js.download	(from https://solacat.info/)
09:21:25	12517/12517	---M--	200	added ('OK')	application/octet-stream	etag:%2294d986dd762eed0cc6a3f64ee584a6b7%22	https://solacat.info/Dog%20ERC%20_%20Ethereum_files/css	C:/Users/Cloud/Desktop/solacat/solacat/solacat.info/Dog%20ERC%20_%20Ethereum_files/css	(from https://solacat.info/)
09:21:26	22096/22096	---MCZ	200	added ('OK')	text/css	etag:W/%229635a9d8e9f0859452455ef185f8d7e6%22	https://solacat.info/style.css	C:/Users/Cloud/Desktop/solacat/solacat/solacat.info/style.css	(from https://solacat.info/)
09:21:27	389655/389655	---M--	200	added ('OK')	image/png	etag:%220a543ccccdff85cafbd1a0746dff0213%22	https://solacat.info/5845778441130066229_99-removebg-preview.png	C:/Users/Cloud/Desktop/solacat/solacat/solacat.info/5845778441130066229_99-removebg-preview.png	(from https://solacat.info/)
09:21:28	280399/280399	---M--	200	added ('OK')	application/octet-stream	etag:%22055157cc6be2e89044584c205cf54a0e%22	https://solacat.info/Dog%20ERC%20_%20Ethereum_files/js	C:/Users/Cloud/Desktop/solacat/solacat/solacat.info/Dog%20ERC%20_%20Ethereum_files/js	(from https://solacat.info/)
09:21:29	290813/290813	---M--	200	added ('OK')	application/octet-stream	etag:%22dc0988821872c995a83bc596198d1f07%22	https://solacat.info/Dog%20ERC%20_%20Ethereum_files/js(1)	C:/Users/Cloud/Desktop/solacat/solacat/solacat.info/Dog%20ERC%20_%20Ethereum_files/js(1)	(from https://solacat.info/)
09:21:30	264099/264099	---MCZ	200	added ('OK')	text/html	etag:W/%226aa00e6c71af2dde8d574876511eaf03%22	https://solacat.info/index.html	C:/Users/Cloud/Desktop/solacat/solacat/solacat.info/index-2.html	(from https://solacat.info/)
